County_name,STCO,LaborForce00,PrimeAge00,Over65_00,LaborForce,PrimeAge,Over65,over65_%_16,over65_%_00,NET_LaborTotal,%_LaborTotal,NET_PrimeAge,%_PrimeAge,NET_Over65,%_Over65,over65_%change,CSA,CSA_name
Plymouth,25023,246330,177475,8024,276892,167315,17673,0.06382632939918813,0.03257418909592823,30562,0.12406933788007957,-10160,-0.05724749964783772,30562,1.2025174476570288,0.0312521403032599,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Suffolk,25025,355108,245995,8316,447453,304793,15542,0.034734374336522496,0.02341822769410996,92345,0.26004764747626075,58798,0.23902111831541292,92345,0.8689273689273689,0.011316146642412536,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Worcester,25027,383764,277860,11893,440388,275955,22580,0.051272968382426405,0.030990400350215237,56624,0.14754901449849386,-1905,-0.006855970632692723,56624,0.898595812662911,0.02028256803221117,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Genesee,26049,207808,150207,4866,186162,123153,6609,0.03550133754471912,0.023415845395749924,-21646,-0.10416345857714814,-27054,-0.18011144620423816,-21646,0.35819975339087545,0.012085492148969194,220,"Detroit-Warren-Ann Arbor, MI"
Lapeer,26087,43411,31862,911,41884,26514,1559,0.037221850826091106,0.020985464513602545,-1527,-0.03517541636912303,-5348,-0.16784884815768,-1527,0.7113062568605928,0.01623638631248856,220,"Detroit-Warren-Ann Arbor, MI"
Lenawee,26091,49250,34123,1770,46751,29367,2080,0.044491026929905246,0.03593908629441624,-2499,-0.050741116751269036,-4756,-0.13937813205169533,-2499,0.1751412429378531,0.008551940635489003,220,"Detroit-Warren-Ann Arbor, MI"
Livingston,26093,83868,62306,1995,98615,62447,4649,0.047142929574608326,0.023787380168836744,14747,0.17583583726808794,141,0.0022630244278239657,14747,1.3303258145363408,0.023355549405771583,220,"Detroit-Warren-Ann Arbor, MI"
Macomb,26099,408563,293630,11430,442192,290032,16661,0.03767820313348048,0.027976101604893246,33629,0.08231043927129965,-3598,-0.012253516330075265,33629,0.45765529308836395,0.00970210152858723,220,"Detroit-Warren-Ann Arbor, MI"
Monroe,26115,72941,53103,1662,73354,47112,2732,0.0372440494042588,0.022785538997271766,413,0.0056621104728479185,-5991,-0.11281848483136546,413,0.6438026474127557,0.014458510406987035,220,"Detroit-Warren-Ann Arbor, MI"
Oakland,26125,637937,469738,20362,660809,424333,34241,0.051816788209603684,0.0319185123295874,22872,0.035853070130749586,-45405,-0.09666026593547893,22872,0.6816128081720852,0.019898275880016282,220,"Detroit-Warren-Ann Arbor, MI"
St. Clair,26147,82376,59256,2161,78175,49570,3108,0.03975695554844899,0.02623336894241041,-4201,-0.05099786345537535,-9686,-0.16346024031321724,-4201,0.43822304488662656,0.013523586606038581,220,"Detroit-Warren-Ann Arbor, MI"
Washtenaw,26161,179279,121638,4147,192354,113129,8821,0.045858157355708744,0.023131543571751293,13075,0.07293101813374685,-8509,-0.06995346848846577,13075,1.1270798167349891,0.02272661378395745,220,"Detroit-Warren-Ann Arbor, MI"
Wayne,26163,930640,676916,25157,817120,531999,29822,0.03649647542588604,0.02703193501246454,-113520,-0.12198057250924095,-144917,-0.21408416997086788,-113520,0.18543546527805382,0.009464540413421502,220,"Detroit-Warren-Ann Arbor, MI"
Anoka,27003,170915,125484,3232,194590,128790,7077,0.036368775373862995,0.01890998449521692,23675,0.13851914694438755,3306,0.02634598833317395,23675,1.1896658415841583,0.017458790878646074,378,"Minneapolis-St. Paul, MN-WI"
Benton,27009,19602,13213,486,21473,14541,759,0.0353467144786476,0.024793388429752067,1871,0.09544944393429242,1328,0.10050707636418679,1871,0.5617283950617284,0.010553326048895535,378,"Minneapolis-St. Paul, MN-WI"
Carver,27019,39072,29531,882,55790,36890,2240,0.04015056461731493,0.022573710073710073,16718,0.4278767403767404,7359,0.24919576038738953,16718,1.5396825396825398,0.017576854543604855,378,"Minneapolis-St. Paul, MN-WI"
Chisago,27025,21840,16150,543,29152,19248,975,0.0334453896816685,0.02486263736263736,7312,0.3347985347985348,3098,0.1918266253869969,7312,0.7955801104972375,0.008582752319031137,378,"Minneapolis-St. Paul, MN-WI"
Dakota,27037,206500,153315,4588,238373,155615,10103,0.042383155810431554,0.022217917675544794,31873,0.15434866828087168,2300,0.015001793692724131,31873,1.202048823016565,0.02016523813488676,378,"Minneapolis-St. Paul, MN-WI"
Goodhue,27049,24109,16679,1085,25027,14963,1561,0.06237263755144444,0.04500394043718114,918,0.03807706665560579,-1716,-0.10288386593920498,918,0.43870967741935485,0.017368697114263303,378,"Minneapolis-St. Paul, MN-WI"
Hennepin,27053,641557,462472,20068,697092,464445,30638,0.04395115709260757,0.03128015125702003,55535,0.08656284632542392,1973,0.004266204224255739,55535,0.526709188758222,0.012671005835587543,378,"Minneapolis-St. Paul, MN-WI"
Isanti,27059,17120,12170,443,21003,13786,886,0.042184449840498975,0.025876168224299067,3883,0.22681074766355142,1616,0.13278553820870995,3883,1.0,0.016308281616199908,378,"Minneapolis-St. Paul, MN-WI"
Le Sueur,27079,13959,9463,628,15384,9575,809,0.052587103484139364,0.04498889605272584,1425,0.10208467655276166,112,0.011835570115185459,1425,0.28821656050955413,0.007598207431413526,378,"Minneapolis-St. Paul, MN-WI"
McLeod,27085,19191,13377,763,20010,12504,1193,0.05962018990504748,0.039758219998957844,819,0.0426762544942942,-873,-0.065261269342902,819,0.563564875491481,0.019861969906089634,378,"Minneapolis-St. Paul, MN-WI"
Mille Lacs,27095,11272,7621,460,12808,8229,677,0.05285758900687071,0.040809084457061745,1536,0.13626685592618878,608,0.07977955648864979,1536,0.4717391304347826,0.012048504549808964,378,"Minneapolis-St. Paul, MN-WI"
Ramsey,27123,277129,192258,7689,289955,184915,11379,0.039244020623889916,0.027745201693074345,12826,0.04628169552807537,-7343,-0.03819346919243933,12826,0.47990635973468593,0.011498818930815571,378,"Minneapolis-St. Paul, MN-WI"
Rice,27131,31009,19140,926,35678,19903,1788,0.05011491675542351,0.029862298042503788,4669,0.150569189590119,763,0.03986415882967607,4669,0.9308855291576674,0.020252618712919723,378,"Minneapolis-St. Paul, MN-WI"
Scott,27139,50862,39278,958,79457,55606,2693,0.03389254565362397,0.018835279776650546,28595,0.562207541976328,16328,0.4157034472223637,28595,1.8110647181628392,0.015057265876973425,378,"Minneapolis-St. Paul, MN-WI"
Sherburne,27141,35429,25823,555,50816,34972,1367,0.026900976070528968,0.015665133083067544,15387,0.4343052301786672,9149,0.35429655733261045,15387,1.463063063063063,0.011235842987461424,378,"Minneapolis-St. Paul, MN-WI"
Sibley,27143,8192,5423,505,8343,5108,529,0.06340644851971713,0.0616455078125,151,0.0184326171875,-315,-0.058085930296883644,151,0.047524752475247525,0.0017609407072171346,378,"Minneapolis-St. Paul, MN-WI"
Stearns,27145,75320,47672,2262,88529,50079,3805,0.04298026635339832,0.030031864046733935,13209,0.1753717472118959,2407,0.05049085417016278,13209,0.6821396993810787,0.012948402306664386,378,"Minneapolis-St. Paul, MN-WI"
Washington,27163,111853,84320,1903,137937,89410,5768,0.0418161914497198,0.017013401518063888,26084,0.23319893073945266,5090,0.06036527514231499,26084,2.0310036784025223,0.02480278993165591,378,"Minneapolis-St. Paul, MN-WI"
Wright,27171,49527,36328,1241,72899,49613,2656,0.03643397028765827,0.02505703959456458,23372,0.47190421386314535,13285,0.36569588196432506,23372,1.1402095084609185,0.011376930693093687,378,"Minneapolis-St. Paul, MN-WI"
Belknap,33001,29882,21151,1186,32416,19093,2521,0.07777023692003948,0.039689445150926976,2534,0.08480021417575798,-2058,-0.09730036404898114,2534,1.1256323777403034,0.038080791769112506,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Hillsborough,33011,209738,153833,6272,229975,145006,11673,0.05075769105337537,0.029903975436020178,20237,0.09648704574278386,-8827,-0.057380406024715114,20237,0.8611288265306123,0.02085371561735519,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Merrimack,33013,74113,53022,2532,80609,47857,4989,0.06189135208227369,0.03416404679341006,6496,0.08764993995655283,-5165,-0.09741239485496586,6496,0.9703791469194313,0.027727305288863628,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Rockingham,33015,155700,116493,4636,178340,109549,10540,0.05910059437030391,0.029775208734746306,22640,0.14540783558124598,-6944,-0.05960873185513293,22640,1.27351164797239,0.029325385635557605,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Strafford,33017,62266,42353,1730,71938,40240,3278,0.04556701604159137,0.027784023383548004,9672,0.1553335688818938,-2113,-0.04989020848582155,9672,0.8947976878612717,0.017782992658043367,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Atlantic,34001,125696,89989,5586,145218,89698,8423,0.0580024514867303,0.0444405549898167,19522,0.1553112270875764,-291,-0.003233728566824834,19522,0.5078768349445041,0.013561896496913597,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Bergen,34003,453774,326666,22567,494875,317688,34997,0.0707188684011114,0.049731804819139046,41101,0.09057592546069189,-8978,-0.027483729558631754,41101,0.5508042717241991,0.020987063581972352,408,"New York-Newark, NY-NJ-CT-PA"
Burlington,34005,219871,159448,7990,244998,154407,14631,0.059718854847794677,0.03633948997366638,25127,0.11428064637901315,-5041,-0.031615322863880385,25127,0.8311639549436796,0.023379364874128297,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Camden,34007,250704,180288,9241,268919,174784,14345,0.05334319999702513,0.03686020167209139,18215,0.07265540238687855,-5504,-0.03052893148739794,18215,0.5523211773617573,0.01648299832493374,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Cape May,34009,49201,33591,3031,48081,26778,4665,0.09702377238410183,0.061604438934168004,-1120,-0.022763764964126746,-6813,-0.20282218451370904,-1120,0.5390960079181788,0.035419333449933824,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Cumberland,34011,65642,45670,2786,69044,44789,3373,0.048852905393662015,0.04244233874653423,3402,0.05182657444928552,-881,-0.019290562732647253,3402,0.21069633883704236,0.006410566647127781,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Essex,34013,370939,262814,15117,411519,277788,20215,0.04912288375506356,0.04075333141028579,40580,0.10939804118736504,14974,0.05697565578698243,40580,0.33723622411854204,0.008369552344777771,408,"New York-Newark, NY-NJ-CT-PA"
Gloucester,34015,132786,95358,3886,157043,100954,7847,0.04996720643390664,0.02926513337249409,24257,0.18267739068877742,5596,0.058684116697078376,24257,1.0193000514668038,0.02070207306141255,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Hudson,34017,297702,216462,8254,376411,279366,12265,0.03258406369633193,0.02772571228947068,78709,0.26438854962344893,62904,0.2906006597000859,78709,0.4859462078992004,0.004858351406861253,408,"New York-Newark, NY-NJ-CT-PA"
Hunterdon,34019,65107,48590,2071,69979,41249,4862,0.06947798625301876,0.031809175664675074,4872,0.07483066336953016,-7341,-0.15108046923235233,4872,1.3476581361661033,0.03766881058834369,408,"New York-Newark, NY-NJ-CT-PA"
Mercer,34021,180299,126218,6013,196020,124720,10835,0.055274971941638606,0.03335015723880887,15721,0.08719404988380412,-1498,-0.0118683547513033,15721,0.8019291535007483,0.02192481470282974,408,"New York-Newark, NY-NJ-CT-PA"
Middlesex,34023,391203,282172,11678,433873,293746,20968,0.048327505975250824,0.029851509318691318,42670,0.1090738056712244,11574,0.04101753540393802,42670,0.7955129302962836,0.018475996656559506,408,"New York-Newark, NY-NJ-CT-PA"
Monmouth,34025,311406,226700,11752,332595,207607,21543,0.06477247102331665,0.03773851499328851,21189,0.06804300495173503,-19093,-0.08422143802382002,21189,0.8331347855684139,0.027033956030028145,408,"New York-Newark, NY-NJ-CT-PA"
Morris,34027,252892,185077,9169,276096,174004,17974,0.06510054473806212,0.03625658383816016,23204,0.09175458298404061,-11073,-0.05982915219070981,23204,0.9603010142872723,0.02884396089990196,408,"New York-Newark, NY-NJ-CT-PA"
Ocean,34029,225604,158646,9585,270984,166632,19619,0.07239910843444632,0.04248594883069449,45380,0.20114891579936525,7986,0.050338489467115465,45380,1.0468440271257173,0.029913159603751828,408,"New York-Newark, NY-NJ-CT-PA"
Passaic,34031,232485,164561,7836,252174,164008,13256,0.05256687842521433,0.033705400348409575,19689,0.08468933479579328,-553,-0.0033604560011181264,19689,0.6916794282797346,0.018861478076804758,408,"New York-Newark, NY-NJ-CT-PA"
Salem,34033,31471,22384,1125,32133,20141,1930,0.06006286372265272,0.03574719583108259,662,0.021035238791268153,-2243,-0.10020550393137956,662,0.7155555555555555,0.024315667891570136,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Somerset,34035,158972,121596,5170,182040,118309,10232,0.056207426939134254,0.03252145031829504,23068,0.14510731449563447,-3287,-0.02703213921510576,23068,0.979110251450677,0.02368597662083921,408,"New York-Newark, NY-NJ-CT-PA"
Sussex,34037,76705,57898,1880,81515,49356,5014,0.06151015150585782,0.024509484388240663,4810,0.06270777654650936,-8542,-0.14753532073646758,4810,1.6670212765957446,0.03700066711761715,408,"New York-Newark, NY-NJ-CT-PA"
Union,34039,258641,187257,10176,297293,197676,14964,0.05033418210317767,0.03934411017588085,38652,0.14944266376947196,10419,0.055640109582018295,38652,0.4705188679245283,0.01099007192729682,408,"New York-Newark, NY-NJ-CT-PA"
Warren,34041,53293,39789,1712,58803,36366,3609,0.061374419672465694,0.03212429399733548,5510,0.1033906892087141,-3423,-0.08602880193018171,5510,1.1080607476635513,0.02925012567513021,408,"New York-Newark, NY-NJ-CT-PA"
Bronx,36005,500716,358133,11966,659777,456945,21592,0.032726209006982664,0.023897778381357895,159061,0.3176671007117807,98812,0.2759086708010711,159061,0.8044459301353836,0.008828430625624769,408,"New York-Newark, NY-NJ-CT-PA"
Dutchess,36027,138815,97981,4367,156286,94910,9229,0.05905199442048552,0.03145913626049058,17471,0.1258581565392789,-3071,-0.03134281136138639,17471,1.1133501259445844,0.02759285815999494,408,"New York-Newark, NY-NJ-CT-PA"
Kings,36047,1039512,757162,28631,1311082,936988,48757,0.03718836808071501,0.02754273158943812,271570,0.2612475854054595,179826,0.23750003301803313,271570,0.7029443610072997,0.00964563649127689,408,"New York-Newark, NY-NJ-CT-PA"
Nassau,36059,655809,468007,33447,714021,446413,50076,0.07013239106412837,0.05100112990215139,58212,0.08876364917224375,-21594,-0.046140335507802235,58212,0.4971746344963674,0.019131261161976984,408,"New York-Newark, NY-NJ-CT-PA"
New York,36061,841633,618808,35304,959120,692455,57138,0.05957335891233631,0.04194702441563009,117487,0.13959409861542976,73647,0.11901429845767993,117487,0.6184568320870156,0.01762633449670622,408,"New York-Newark, NY-NJ-CT-PA"
Orange,36071,164858,117862,4951,188573,117660,9347,0.04956701118399771,0.030031906246587973,23715,0.1438510718315156,-202,-0.0017138687617722422,23715,0.8879014340537266,0.019535104937409734,408,"New York-Newark, NY-NJ-CT-PA"
Putnam,36079,50709,38050,1504,54636,33876,3498,0.06402372062376455,0.0296594292926305,3927,0.07744187422351062,-4174,-0.10969776609724047,3927,1.3257978723404256,0.03436429133113404,408,"New York-Newark, NY-NJ-CT-PA"
Queens,36081,1037238,759684,32186,1215483,850262,50431,0.04149050212960609,0.031030486734963433,178245,0.17184580588061757,90578,0.1192311540061394,178245,0.566861368296775,0.010460015394642655,408,"New York-Newark, NY-NJ-CT-PA"
Richmond,36085,207766,153570,4758,223845,149972,10771,0.04811811744734079,0.022900763358778626,16079,0.07738994830723026,-3598,-0.023429055154001434,16079,1.2637662883564522,0.025217354088562165,408,"New York-Newark, NY-NJ-CT-PA"
Rockland,36087,140516,98911,6171,158875,97490,11187,0.0704138473642801,0.043916706994221295,18359,0.13065416038031255,-1421,-0.01436645064755184,18359,0.8128342245989305,0.0264971403700588,408,"New York-Newark, NY-NJ-CT-PA"
Suffolk,36103,711625,516802,23703,785391,501163,45696,0.0581824849024244,0.03330827331810996,73766,0.10365852801686282,-15639,-0.030261105800674145,73766,0.9278572332616124,0.024874211584314437,408,"New York-Newark, NY-NJ-CT-PA"
Sullivan,36105,33330,23518,1292,36332,22674,2557,0.07037872949466036,0.038763876387638764,3002,0.09006900690069007,-844,-0.03588740539161493,3002,0.9791021671826625,0.03161485310702159,408,"New York-Newark, NY-NJ-CT-PA"
Ulster,36111,89555,63668,3254,93837,55802,7083,0.07548195274785,0.03633521299759924,4282,0.047814192395734464,-7866,-0.12354715084500849,4282,1.1767055931161647,0.03914673975025076,408,"New York-Newark, NY-NJ-CT-PA"
Westchester,36119,452517,326056,22810,506693,322202,35167,0.06940494540086403,0.05040694603738644,54176,0.11972146902768294,-3854,-0.011820055450597444,54176,0.5417360806663744,0.01899799936347759,408,"New York-Newark, NY-NJ-CT-PA"
Bryan,40013,16730,10640,677,19796,12514,1130,0.057082238836128514,0.040466228332337116,3066,0.18326359832635983,1874,0.1761278195488722,3066,0.6691285081240768,0.016616010503791398,206,"Dallas-Fort Worth, TX-OK"
Berks,42011,190703,132917,7773,216959,134110,11739,0.054106997174581374,0.040759715368924455,26256,0.13768005747156573,1193,0.008975526080185378,26256,0.5102277113083752,0.013347281805656919,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Bucks,42017,320110,231698,11762,344588,210284,22101,0.06413746270909028,0.03674361938083784,24478,0.07646746430914374,-21414,-0.09242203212802873,24478,0.8790171739500086,0.02739384332825244,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Chester,42029,229631,165238,8329,279408,172961,17156,0.06140124835366203,0.036271235155532135,49777,0.21676951282710086,7723,0.046738643653396916,49777,1.059791091367511,0.025130013198129894,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Delaware,42045,272268,192370,11676,293409,182357,17920,0.06107515447719736,0.042884217021464145,21141,0.07764775882586275,-10013,-0.05205073556167802,21141,0.5347721822541966,0.018190937455733212,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Franklin,42055,65289,45627,2327,76747,49052,4392,0.057226992586029424,0.03564153226424053,11458,0.17549663802478213,3425,0.07506520262125496,11458,0.8874086807047701,0.021585460321788895,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Montgomery,42091,403574,286346,20557,447741,282052,30920,0.06905778117259755,0.0509373745583214,44167,0.10943965666767433,-4294,-0.014995844188499228,44167,0.5041105219633215,0.01812040661427615,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Philadelphia,42101,656935,454183,22921,748923,511674,28509,0.03806666372911501,0.03489081872635801,91988,0.14002602997252392,57491,0.12658113579768507,91988,0.24379390078966887,0.0031758450027569995,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Bristol,44001,26200,18131,931,26393,15568,1776,0.06729056946917743,0.03553435114503817,193,0.007366412213740458,-2563,-0.1413601014836468,193,0.907626208378088,0.03175621832413926,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Kent,44003,89909,64562,3528,93842,58632,5571,0.059365742418107034,0.03923967567206842,3933,0.04374423027728036,-5930,-0.0918496948669496,3933,0.5790816326530612,0.02012606674603861,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Newport,44005,46750,33088,1859,46506,27069,3584,0.07706532490431342,0.03976470588235294,-244,-0.005219251336898396,-6019,-0.18190884912959382,-244,0.9279182356105433,0.03730061902196048,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Providence,44007,303889,209315,10605,331586,211140,15424,0.04651583601237688,0.03489761064072737,27697,0.09114183139238341,1825,0.008718916465614027,27697,0.4544082979726544,0.011618225371649513,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Washington,44009,67605,46356,2219,68958,37765,4813,0.06979610777574756,0.0328230160491088,1353,0.020013312624805858,-8591,-0.18532660281301233,1353,1.1689950428120774,0.03697309172663876,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Austin,48015,11268,7645,494,14233,8286,1030,0.07236703435677651,0.04384096556620518,2965,0.2631345402910898,641,0.08384565075212558,2965,1.0850202429149798,0.028526068790571325,288,"Houston-The Woodlands, TX"
Brazoria,48039,112904,83121,2648,166197,114792,7078,0.04258801302069231,0.023453553461347695,53293,0.47202047757386806,31671,0.38102284621214855,53293,1.6729607250755287,0.019134459559344615,288,"Houston-The Woodlands, TX"
Chambers,48071,12353,9110,264,17077,11829,610,0.03572055981729812,0.0213713268032057,4724,0.3824172265846353,2719,0.29846322722283203,4724,1.3106060606060606,0.014349233014092418,288,"Houston-The Woodlands, TX"
Collin,48085,275351,213963,5165,480241,335736,20632,0.04296176294818643,0.018757876310599924,204890,0.7441047971498197,121773,0.5691311114538495,204890,2.9945788964181994,0.02420388663758651,206,"Dallas-Fort Worth, TX-OK"
Cooke,48097,17255,11548,804,19739,11792,1308,0.06626475505344749,0.04659518980005795,2484,0.14395827296435815,244,0.02112919986144787,2484,0.6268656716417911,0.01966956525338954,206,"Dallas-Fort Worth, TX-OK"
Dallas,48113,1123518,807695,32248,1307358,889154,54438,0.04163970389135952,0.028702699912239945,183840,0.1636288871206336,81459,0.1008536638211206,183840,0.6881046886628628,0.012937003979119576,206,"Dallas-Fort Worth, TX-OK"
Denton,48121,248793,182240,4427,424430,294390,14975,0.03528261432980703,0.01779390899261635,175637,0.7059563572930107,112150,0.6153972783143108,175637,2.3826519087418117,0.017488705337190682,206,"Dallas-Fort Worth, TX-OK"
Ellis,48139,56473,39657,1669,80777,52612,3629,0.044926154722260046,0.029553946133550547,24304,0.43036495316345863,12955,0.3266762488337494,24304,1.1743559017375673,0.0153722085887095,206,"Dallas-Fort Worth, TX-OK"
Fort Bend,48157,174803,134862,3557,344382,235369,14184,0.041186821610885584,0.02034862101909006,169579,0.9701149293776422,100507,0.7452581157034598,169579,2.987630025302221,0.020838200591795523,288,"Houston-The Woodlands, TX"
Galveston,48167,122894,88356,3644,158024,103340,8066,0.051042879562598086,0.029651569645385453,35130,0.2858561036340261,14984,0.16958667209923492,35130,1.2135016465422612,0.021391309917212633,288,"Houston-The Woodlands, TX"
Grayson,48181,53380,36532,2030,60174,37196,3610,0.059992687871838334,0.038029224428624955,6794,0.1272761333832896,664,0.018175845833789554,6794,0.7783251231527094,0.021963463443213378,206,"Dallas-Fort Worth, TX-OK"
Harris,48201,1653892,1204014,40111,2291752,1568329,90911,0.03966877742443336,0.02425249048910086,637860,0.38567209950831133,364315,0.30258369088731524,637860,1.2664855027299244,0.0154162869353325,288,"Houston-The Woodlands, TX"
Henderson,48213,31663,20828,1620,32956,20496,2334,0.07082170166282316,0.051163818968512145,1293,0.040836307361905064,-332,-0.015940080660649125,1293,0.44074074074074077,0.019657882694311013,206,"Dallas-Fort Worth, TX-OK"
Hood,48221,19150,12757,961,23291,13391,2000,0.08587007857112189,0.05018276762402089,4141,0.2162402088772846,634,0.04969820490710982,4141,1.081165452653486,0.035687310947101,206,"Dallas-Fort Worth, TX-OK"
Hopkins,48223,15185,10272,625,16305,10246,1234,0.07568230604109169,0.04115903852486006,1120,0.07375699703654923,-26,-0.0025311526479750777,1120,0.9744,0.03452326751623163,206,"Dallas-Fort Worth, TX-OK"
Hunt,48231,36737,24830,1204,40765,25678,2128,0.052201643566785236,0.03277349810817432,4028,0.109644227890138,848,0.03415223519935562,4028,0.7674418604651163,0.019428145458610914,206,"Dallas-Fort Worth, TX-OK"
Johnson,48251,62376,44050,1689,75332,49801,3385,0.044934423618117135,0.02707772220084648,12956,0.20770809285622677,5751,0.13055618615209988,12956,1.0041444641799881,0.017856701417270655,206,"Dallas-Fort Worth, TX-OK"
Kaufman,48257,34843,24848,1081,55002,37055,2317,0.04212574088214974,0.031024883046809976,20159,0.5785667135436099,12207,0.4912669027688345,20159,1.1433857539315448,0.011100857835339761,206,"Dallas-Fort Worth, TX-OK"
Liberty,48291,28548,20083,1023,31313,19479,1799,0.057452176412352694,0.03583438419503993,2765,0.09685442062491242,-604,-0.03007518796992481,2765,0.7585532746823069,0.021617792217312762,288,"Houston-The Woodlands, TX"
Matagorda,48321,16438,11524,738,17189,10455,938,0.054569783000756295,0.044895972746076165,751,0.04568682321450298,-1069,-0.09276292953835474,751,0.27100271002710025,0.009673810254680129,288,"Houston-The Woodlands, TX"
Montgomery,48339,143259,103769,3666,252207,165774,12921,0.051231726320046626,0.025590015286997676,108948,0.7604967227189915,62005,0.5975291271959834,108948,2.5245499181669393,0.02564171103304895,288,"Houston-The Woodlands, TX"
Navarro,48349,20051,13549,933,22402,13828,1361,0.060753504151415054,0.04653134507007132,2351,0.11725100992469203,279,0.020591925603365563,2351,0.4587352625937835,0.014222159081343735,206,"Dallas-Fort Worth, TX-OK"
Palo Pinto,48363,12639,8397,591,12806,7792,1025,0.08004060596595346,0.04676002848326608,167,0.013213070654323918,-605,-0.0720495415029177,167,0.7343485617597293,0.033280577482687375,206,"Dallas-Fort Worth, TX-OK"
Parker,48367,43493,30633,1493,61346,38866,3454,0.05630358947608646,0.03432736302393489,17853,0.4104798473317545,8233,0.26876244572846275,17853,1.3134628265237775,0.021976226452151575,206,"Dallas-Fort Worth, TX-OK"
Rockwall,48397,21995,16321,525,45276,30540,2202,0.048635038430956797,0.023869061150261422,23281,1.0584678335985451,14219,0.8712088720053919,23281,3.1942857142857144,0.024765977280695375,206,"Dallas-Fort Worth, TX-OK"
Somervell,48425,3269,2348,138,3807,2415,320,0.08405568689256633,0.04221474457020496,538,0.16457632303456715,67,0.028534923339011926,538,1.318840579710145,0.04184094232236137,206,"Dallas-Fort Worth, TX-OK"
Tarrant,48439,752129,543920,18415,1010529,680877,41407,0.04097556824198019,0.02448383189585829,258400,0.34355808644527736,136957,0.2517962200323577,258400,1.2485473798533804,0.0164917363461219,206,"Dallas-Fort Worth, TX-OK"
Trinity,48455,5379,3658,325,5348,3115,620,0.11593118922961855,0.06042015244469232,-31,-0.005763153002416806,-543,-0.1484417714598141,-31,0.9076923076923077,0.05551103678492623,288,"Houston-The Woodlands, TX"
Walker,48471,24769,14745,555,23858,13223,1202,0.050381423421912985,0.022407041059388753,-911,-0.036779845774960636,-1522,-0.10322143099355714,-911,1.1657657657657658,0.027974382362524232,288,"Houston-The Woodlands, TX"
Waller,48473,15896,9621,563,22441,11803,1316,0.058642662982933025,0.03541771514846502,6545,0.4117388022143936,2182,0.22679555139798357,6545,1.3374777975133214,0.023224947834468004,288,"Houston-The Woodlands, TX"
Washington,48477,14127,9158,641,15429,9262,852,0.05522068831421349,0.04537410632122885,1302,0.0921639413888299,104,0.011356191308145884,1302,0.3291731669266771,0.009846581992984639,288,"Houston-The Woodlands, TX"
Wharton,48481,18682,12777,881,19523,12027,1184,0.060646417046560465,0.04715769189594262,841,0.0450165935124719,-750,-0.058699225170227756,841,0.3439273552780931,0.013488725150617845,288,"Houston-The Woodlands, TX"
Wise,48497,23700,16759,830,29012,18669,1436,0.049496759961395284,0.0350210970464135,5312,0.22413502109704642,1910,0.11396861387910973,5312,0.7301204819277108,0.014475662914981785,206,"Dallas-Fort Worth, TX-OK"
Arlington,51013,120803,91696,2871,149956,113560,5805,0.03871135533089706,0.023765966077001398,29153,0.24132678824201387,21864,0.23844006281626243,29153,1.0219435736677116,0.014945389253895665,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Clarke,51043,6712,4871,353,7394,4351,559,0.07560183932918582,0.05259237187127533,682,0.10160905840286055,-520,-0.10675425990556354,682,0.5835694050991501,0.023009467457910493,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Culpeper,51047,16832,12131,602,24411,15973,1244,0.050960632501741016,0.03576520912547528,7579,0.45027328897338403,3842,0.31670925727475063,7579,1.0664451827242525,0.015195423376265733,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
